first_timestamp_ms,last_timestamp_ms,src_ip,src_port,dst_ip,dst_port,protocol,label
1421933974000.0,1421933974000.0,175.45.176.0,61980,149.171.126.12,80,6,1
1421933975000.0,1421933975000.0,175.45.176.2,53066,149.171.126.17,80,6,1
1421933976000.0,1421933977000.0,175.45.176.3,36034,149.171.126.19,111,6,1
1421933978000.0,1421933978000.0,175.45.176.1,23412,149.171.126.13,80,6,1
1421933980000.0,1421933982000.0,175.45.176.1,61636,149.171.126.13,80,6,1
1421933980000.0,1421933980000.0,175.45.176.1,64811,149.171.126.19,80,6,1
1421933981000.0,1421933981000.0,175.45.176.0,28280,149.171.126.19,5060,6,1
1421933983000.0,1421933983000.0,175.45.176.0,21524,149.171.126.10,80,6,1
1421933985000.0,1421933985000.0,175.45.176.1,35165,149.171.126.15,80,6,1
1421933987000.0,1421933988000.0,175.45.176.0,12509,149.171.126.16,143,6,1
1421933987000.0,1421933989000.0,175.45.176.1,36567,149.171.126.11,23,6,1
1421933989000.0,1421933990000.0,175.45.176.1,40384,149.171.126.13,80,6,1
1421933989000.0,1421933991000.0,175.45.176.3,23385,149.171.126.17,25,6,1
1421933991000.0,1421933992000.0,175.45.176.3,53901,149.171.126.15,21,6,1
1421933992000.0,1421933992000.0,175.45.176.3,64834,149.171.126.15,55126,6,1
1421933994000.0,1421933995000.0,175.45.176.2,12679,149.171.126.10,111,6,1
1421933995000.0,1421933997000.0,175.45.176.3,8848,149.171.126.18,22,6,1
1421933996000.0,1421933997000.0,175.45.176.2,24001,149.171.126.10,111,6,1
1421933997000.0,1421933998000.0,175.45.176.2,12887,149.171.126.14,21,6,1
1421933998000.0,1421933998000.0,175.45.176.2,43894,149.171.126.14,61174,6,1
1421933998000.0,1421934003000.0,175.45.176.2,31159,149.171.126.16,25,6,1
1421934000000.0,1421934001000.0,175.45.176.3,24866,149.171.126.19,111,6,1
1421934001000.0,1421934002000.0,175.45.176.3,30051,149.171.126.17,80,6,1
1421934006000.0,1421934007000.0,175.45.176.3,28021,149.171.126.15,111,6,1
1421934009000.0,1421934010000.0,175.45.176.1,35680,149.171.126.17,110,6,1
1421934010000.0,1421934011000.0,175.45.176.2,48476,149.171.126.14,80,6,1
1421934011000.0,1421934014000.0,175.45.176.1,25243,149.171.126.10,143,6,1
1421934013000.0,1421934014000.0,175.45.176.0,51269,149.171.126.17,80,6,1
1421934014000.0,1421934015000.0,175.45.176.3,38361,149.171.126.13,25,6,1
1421934015000.0,1421934016000.0,175.45.176.3,23037,149.171.126.13,111,6,1
1421934016000.0,1421934017000.0,175.45.176.2,51117,149.171.126.12,80,6,1
1421934017000.0,1421934018000.0,175.45.176.2,12273,149.171.126.17,80,6,1
1421934018000.0,1421934019000.0,175.45.176.1,64874,149.171.126.13,25,6,1
1421934019000.0,1421934021000.0,175.45.176.3,51161,149.171.126.17,80,6,1
1421934020000.0,1421934021000.0,175.45.176.1,63989,149.171.126.15,80,6,1
1421934021000.0,1421934022000.0,175.45.176.3,39405,149.171.126.17,111,6,1
1421934023000.0,1421934023000.0,175.45.176.2,50020,149.171.126.12,25,6,1
1421934025000.0,1421934025000.0,175.45.176.2,3314,149.171.126.14,25,6,1
1421934029000.0,1421934034000.0,175.45.176.2,32226,149.171.126.16,110,6,1
1421934031000.0,1421934031000.0,175.45.176.0,19667,149.171.126.18,25,6,1
1421934034000.0,1421934034000.0,175.45.176.3,57099,149.171.126.13,80,6,1
1421934036000.0,1421934036000.0,175.45.176.3,29081,149.171.126.17,80,6,1
1421934037000.0,1421934038000.0,175.45.176.0,13930,149.171.126.10,25,6,1
1421934038000.0,1421934038000.0,175.45.176.2,53306,149.171.126.13,80,6,1
1421934039000.0,1421934039000.0,175.45.176.1,14019,149.171.126.11,111,6,1
1421934040000.0,1421934040000.0,175.45.176.1,16235,149.171.126.17,111,6,1
1421934041000.0,1421934041000.0,175.45.176.3,55965,149.171.126.11,80,6,1
1421934044000.0,1421934045000.0,175.45.176.1,48565,149.171.126.14,21,6,1
1421934045000.0,1421934045000.0,175.45.176.1,36478,149.171.126.14,53833,6,1
1421934045000.0,1421934046000.0,175.45.176.1,61795,149.171.126.17,80,6,1
1421934046000.0,1421934047000.0,175.45.176.2,11163,149.171.126.19,25,6,1
1421934048000.0,1421934049000.0,175.45.176.0,43064,149.171.126.13,111,6,1
1421934050000.0,1421934051000.0,175.45.176.3,42836,149.171.126.15,111,6,1
1421934054000.0,1421934055000.0,175.45.176.1,56032,149.171.126.12,111,6,1
1421934055000.0,1421934056000.0,175.45.176.2,6762,149.171.126.12,25,6,1
1421934056000.0,1421934057000.0,175.45.176.0,34369,149.171.126.19,111,6,1
1421934058000.0,1421934059000.0,175.45.176.1,3557,149.171.126.17,80,6,1
1421934059000.0,1421934060000.0,175.45.176.2,10025,149.171.126.12,23,6,1
1421934061000.0,1421934062000.0,175.45.176.3,45195,149.171.126.13,80,6,1
1421934063000.0,1421934064000.0,175.45.176.3,23796,149.171.126.19,445,6,1
1421934065000.0,1421934066000.0,175.45.176.2,27993,149.171.126.10,25,6,1
1421934066000.0,1421934067000.0,175.45.176.1,50084,149.171.126.15,80,6,1
1421934067000.0,1421934068000.0,175.45.176.3,40196,149.171.126.12,111,6,1
1421934068000.0,1421934069000.0,175.45.176.2,3963,149.171.126.19,111,6,1
1421934069000.0,1421934070000.0,175.45.176.2,46836,149.171.126.17,111,6,1
1421934070000.0,1421934071000.0,175.45.176.1,64670,149.171.126.11,80,6,1
1421934071000.0,1421934072000.0,175.45.176.0,6183,149.171.126.18,998,6,1
1421934073000.0,1421934074000.0,175.45.176.2,5386,149.171.126.19,111,6,1
1421934074000.0,1421934075000.0,175.45.176.2,36584,149.171.126.14,80,6,1
1421934075000.0,1421934076000.0,175.45.176.2,54897,149.171.126.12,80,6,1
1421934076000.0,1421934077000.0,175.45.176.0,34444,149.171.126.19,80,6,1
1421934078000.0,1421934079000.0,175.45.176.3,46892,149.171.126.13,389,6,1
1421934080000.0,1421934081000.0,175.45.176.2,56520,149.171.126.17,25,6,1
1421934081000.0,1421934082000.0,175.45.176.1,35170,149.171.126.14,111,6,1
1421934082000.0,1421934083000.0,175.45.176.2,64933,149.171.126.17,23,6,1
1421934085000.0,1421934086000.0,175.45.176.2,42766,149.171.126.15,21,6,1
1421934085000.0,1421934086000.0,175.45.176.2,51521,149.171.126.15,58104,6,1
1421934086000.0,1421934086000.0,175.45.176.1,9710,149.171.126.15,80,6,1
1421934089000.0,1421934089000.0,175.45.176.1,47454,149.171.126.18,25,6,1
1421934091000.0,1421934091000.0,175.45.176.3,6443,149.171.126.10,111,6,1
1421934095000.0,1421934096000.0,175.45.176.1,53129,149.171.126.17,139,6,1
1421934098000.0,1421934098000.0,175.45.176.3,30024,149.171.126.15,1339,6,1
1421934105000.0,1421934105000.0,175.45.176.0,19772,149.171.126.14,111,6,1
1421934107000.0,1421934107000.0,175.45.176.1,8837,149.171.126.19,111,6,1
1421934108000.0,1421934108000.0,175.45.176.3,51402,149.171.126.18,111,6,1
1421934110000.0,1421934111000.0,175.45.176.2,31831,149.171.126.19,21,6,1
1421934110000.0,1421934111000.0,175.45.176.2,64828,149.171.126.19,60924,6,1
1421934111000.0,1421934112000.0,175.45.176.0,28567,149.171.126.10,21,6,1
1421934111000.0,1421934112000.0,175.45.176.0,61031,149.171.126.10,64184,6,1
1421934112000.0,1421934112000.0,175.45.176.2,16325,149.171.126.16,80,6,1
1421934113000.0,1421934113000.0,175.45.176.0,46528,149.171.126.11,143,6,1
1421934114000.0,1421934114000.0,175.45.176.2,32081,149.171.126.18,111,6,1
1421934115000.0,1421934116000.0,175.45.176.2,16644,149.171.126.11,21,6,1
1421934115000.0,1421934116000.0,175.45.176.2,58673,149.171.126.11,64602,6,1
1421934116000.0,1421934116000.0,175.45.176.2,45075,149.171.126.16,80,6,1
1421934117000.0,1421934117000.0,175.45.176.3,33133,149.171.126.13,80,6,1
1421934118000.0,1421934118000.0,175.45.176.2,27711,149.171.126.10,179,6,1
1421934118000.0,1421934119000.0,175.45.176.2,5773,149.171.126.10,179,6,1
1421934119000.0,1421934120000.0,175.45.176.2,4440,149.171.126.10,179,6,1
1421934120000.0,1421934120000.0,175.45.176.2,2542,149.171.126.10,179,6,1
1421934120000.0,1421934121000.0,175.45.176.1,61225,149.171.126.16,110,6,1
1421934123000.0,1421934123000.0,175.45.176.3,4943,149.171.126.18,80,6,1
1421934125000.0,1421934126000.0,175.45.176.2,21381,149.171.126.18,25,6,1
1421934126000.0,1421934127000.0,175.45.176.1,14409,149.171.126.17,25,6,1
1421934127000.0,1421934127000.0,175.45.176.2,4402,149.171.126.16,80,6,1
1421934129000.0,1421934129000.0,175.45.176.2,41164,149.171.126.11,80,6,1
1421934130000.0,1421934131000.0,175.45.176.2,52702,149.171.126.13,6502,6,1
1421934131000.0,1421934132000.0,175.45.176.0,46513,149.171.126.16,111,6,1
1421934132000.0,1421934133000.0,175.45.176.2,7711,149.171.126.15,111,6,1
1421934134000.0,1421934135000.0,175.45.176.0,23666,149.171.126.11,110,6,1
1421934135000.0,1421934136000.0,175.45.176.1,20662,149.171.126.13,25,6,1
1421934138000.0,1421934139000.0,175.45.176.3,27902,149.171.126.14,111,6,1
1421934142000.0,1421934143000.0,175.45.176.0,28941,149.171.126.14,25,6,1
1421934143000.0,1421934144000.0,175.45.176.1,57079,149.171.126.11,80,6,1
1421934145000.0,1421934146000.0,175.45.176.0,35653,149.171.126.16,80,6,1
1421934146000.0,1421934147000.0,175.45.176.1,17826,149.171.126.16,143,6,1
1421934149000.0,1421934149000.0,175.45.176.1,33185,149.171.126.17,111,6,1
1421934150000.0,1421934151000.0,175.45.176.1,21770,149.171.126.18,25,6,1
1421934153000.0,1421934154000.0,175.45.176.3,23459,149.171.126.16,80,6,1
1421934154000.0,1421934154000.0,175.45.176.2,4801,149.171.126.18,111,6,1
1421934156000.0,1421934157000.0,175.45.176.2,56239,149.171.126.16,25,6,1
1421934159000.0,1421934159000.0,175.45.176.2,59041,149.171.126.13,6504,6,1
1421934160000.0,1421934161000.0,175.45.176.1,31851,149.171.126.16,445,6,1
1421934161000.0,1421934161000.0,175.45.176.1,7989,149.171.126.16,445,6,1
1421934161000.0,1421934161000.0,175.45.176.1,15668,149.171.126.16,80,6,1
1421934161000.0,1421934162000.0,175.45.176.1,5932,149.171.126.16,445,6,1
1421934162000.0,1421934162000.0,175.45.176.1,48737,149.171.126.13,21,6,1
1421934162000.0,1421934162000.0,175.45.176.1,10675,149.171.126.16,445,6,1
1421934162000.0,1421934163000.0,175.45.176.1,3412,149.171.126.16,445,6,1
1421934163000.0,1421934163000.0,175.45.176.1,28868,149.171.126.11,80,6,1
1421934163000.0,1421934164000.0,175.45.176.1,6837,149.171.126.16,445,6,1
1421934164000.0,1421934164000.0,175.45.176.1,27486,149.171.126.16,445,6,1
1421934164000.0,1421934168000.0,175.45.176.0,14859,149.171.126.10,54444,6,1
1421934164000.0,1421934165000.0,175.45.176.1,21735,149.171.126.16,445,6,1
1421934165000.0,1421934166000.0,175.45.176.1,53053,149.171.126.16,445,6,1
1421934166000.0,1421934167000.0,175.45.176.0,40149,149.171.126.11,25,6,1
1421934166000.0,1421934167000.0,175.45.176.1,15925,149.171.126.16,445,6,1
1421934167000.0,1421934167000.0,175.45.176.1,25996,149.171.126.16,445,6,1
1421934167000.0,1421934168000.0,175.45.176.3,40619,149.171.126.16,21,6,1
1421934167000.0,1421934168000.0,175.45.176.1,32640,149.171.126.16,445,6,1
1421934168000.0,1421934169000.0,175.45.176.3,32916,149.171.126.16,21,6,1
1421934168000.0,1421934168000.0,175.45.176.1,2273,149.171.126.16,445,6,1
1421934168000.0,1421934201000.0,175.45.176.1,5951,149.171.126.16,445,6,1
1421934169000.0,1421934170000.0,175.45.176.1,57529,149.171.126.16,445,6,1
1421934170000.0,1421934170000.0,175.45.176.1,31008,149.171.126.16,445,6,1
1421934170000.0,1421934170000.0,175.45.176.2,44295,149.171.126.10,80,6,1
1421934170000.0,1421934171000.0,175.45.176.1,7818,149.171.126.16,445,6,1
1421934171000.0,1421934171000.0,175.45.176.1,8791,149.171.126.16,445,6,1
1421934171000.0,1421934172000.0,175.45.176.1,5359,149.171.126.16,445,6,1
1421934172000.0,1421934172000.0,175.45.176.1,22877,149.171.126.16,445,6,1
1421934172000.0,1421934173000.0,175.45.176.1,3689,149.171.126.16,445,6,1
1421934173000.0,1421934174000.0,175.45.176.1,5760,149.171.126.16,445,6,1
1421934173000.0,1421934174000.0,175.45.176.0,41001,149.171.126.18,80,6,1
1421934174000.0,1421934174000.0,175.45.176.1,3024,149.171.126.16,445,6,1
1421934174000.0,1421934175000.0,175.45.176.3,11956,149.171.126.19,25,6,1
1421934174000.0,1421934175000.0,175.45.176.1,9644,149.171.126.16,445,6,1
1421934175000.0,1421934175000.0,175.45.176.1,30182,149.171.126.16,445,6,1
1421934175000.0,1421934176000.0,175.45.176.1,61196,149.171.126.16,445,6,1
1421934176000.0,1421934176000.0,175.45.176.1,26459,149.171.126.16,445,6,1
1421934176000.0,1421934177000.0,175.45.176.3,10480,149.171.126.11,80,6,1
1421934176000.0,1421934177000.0,175.45.176.1,31789,149.171.126.16,445,6,1
1421934177000.0,1421934178000.0,175.45.176.1,2579,149.171.126.16,445,6,1
1421934177000.0,1421934178000.0,175.45.176.3,38964,149.171.126.16,80,6,1
1421934178000.0,1421934178000.0,175.45.176.1,32753,149.171.126.16,445,6,1
1421934178000.0,1421934179000.0,175.45.176.3,2559,149.171.126.10,14254,6,1
1421934179000.0,1421934179000.0,175.45.176.1,7824,149.171.126.16,445,6,1
1421934179000.0,1421934180000.0,175.45.176.1,18746,149.171.126.16,445,6,1
1421934180000.0,1421934180000.0,175.45.176.1,5576,149.171.126.16,445,6,1
1421934180000.0,1421934181000.0,175.45.176.3,48255,149.171.126.19,80,6,1
1421934181000.0,1421934181000.0,175.45.176.1,8915,149.171.126.16,445,6,1
1421934181000.0,1421934182000.0,175.45.176.1,15573,149.171.126.16,445,6,1
1421934181000.0,1421934184000.0,175.45.176.2,11882,149.171.126.19,21,6,1
1421934182000.0,1421934183000.0,175.45.176.1,23729,149.171.126.16,445,6,1
1421934183000.0,1421934183000.0,175.45.176.3,40624,149.171.126.19,12213,6,1
1421934183000.0,1421934184000.0,175.45.176.2,1457,149.171.126.19,57955,6,1
1421934183000.0,1421934184000.0,175.45.176.1,6487,149.171.126.16,445,6,1
1421934184000.0,1421934185000.0,175.45.176.3,64383,149.171.126.13,143,6,1
1421934184000.0,1421934185000.0,175.45.176.1,24699,149.171.126.16,445,6,1
1421934185000.0,1421934185000.0,175.45.176.1,4543,149.171.126.16,445,6,1
1421934186000.0,1421934186000.0,175.45.176.1,2216,149.171.126.16,445,6,1
1421934186000.0,1421934188000.0,175.45.176.0,36700,149.171.126.14,25,6,1
1421934186000.0,1421934187000.0,175.45.176.1,5840,149.171.126.16,445,6,1
1421934186000.0,1421934187000.0,175.45.176.0,21180,149.171.126.16,80,6,1
1421934187000.0,1421934188000.0,175.45.176.1,10669,149.171.126.16,445,6,1
1421934188000.0,1421934189000.0,175.45.176.3,8624,149.171.126.12,25,6,1
1421934189000.0,1421934190000.0,175.45.176.3,36138,149.171.126.11,110,6,1
1421934189000.0,1421934191000.0,175.45.176.1,28863,149.171.126.18,25,6,1
1421934191000.0,1421934192000.0,175.45.176.0,16618,149.171.126.17,111,6,1
1421934192000.0,1421934193000.0,175.45.176.3,41291,149.171.126.10,8014,6,1
1421934192000.0,1421934194000.0,175.45.176.2,42376,149.171.126.10,25,6,1
1421934195000.0,1421934195000.0,175.45.176.1,24757,149.171.126.16,110,6,1
1421934196000.0,1421934197000.0,175.45.176.1,32910,149.171.126.11,80,6,1
1421934198000.0,1421934199000.0,175.45.176.0,44277,149.171.126.15,80,6,1
1421934199000.0,1421934201000.0,175.45.176.0,27404,149.171.126.15,25,6,1
1421934200000.0,1421934202000.0,175.45.176.2,26075,149.171.126.16,143,6,1
1421934201000.0,1421934202000.0,175.45.176.1,54644,149.171.126.16,445,6,1
1421934202000.0,1421934202000.0,175.45.176.1,30886,149.171.126.16,445,6,1
1421934202000.0,1421934203000.0,175.45.176.2,6326,149.171.126.17,25,6,1
1421934203000.0,1421934203000.0,175.45.176.1,32384,149.171.126.16,445,6,1
1421934207000.0,1421934207000.0,175.45.176.2,19476,149.171.126.18,80,6,1
1421934208000.0,1421934208000.0,175.45.176.3,50847,149.171.126.18,111,6,1
1421934209000.0,1421934210000.0,175.45.176.0,3591,149.171.126.11,110,6,1
1421934211000.0,1421934211000.0,175.45.176.0,64610,149.171.126.18,8080,6,1
1421934214000.0,1421934214000.0,175.45.176.0,16506,149.171.126.18,80,6,1
1421934217000.0,1421934218000.0,175.45.176.3,59925,149.171.126.14,25,6,1
1421934220000.0,1421934221000.0,175.45.176.0,22219,149.171.126.14,21,6,1
1421934220000.0,1421934221000.0,175.45.176.0,2863,149.171.126.14,63306,6,1
1421934221000.0,1421934223000.0,175.45.176.1,58185,149.171.126.14,139,6,1
1421934223000.0,1421934224000.0,175.45.176.1,58081,149.171.126.10,139,6,1
1421934229000.0,1421934229000.0,175.45.176.0,16275,149.171.126.17,23,6,1
1421934232000.0,1421934233000.0,175.45.176.3,45553,149.171.126.13,80,6,1
1421934233000.0,1421934233000.0,175.45.176.3,46174,149.171.126.12,80,6,1
1421934235000.0,1421934235000.0,175.45.176.0,9213,149.171.126.18,111,6,1
1421934236000.0,1421934237000.0,175.45.176.3,5842,149.171.126.16,21,6,1
1421934236000.0,1421934237000.0,175.45.176.3,3741,149.171.126.16,55769,6,1
1421934237000.0,1421934238000.0,175.45.176.3,13214,149.171.126.17,80,6,1
1421934239000.0,1421934239000.0,175.45.176.0,46097,149.171.126.18,111,6,1
1421934241000.0,1421934242000.0,175.45.176.3,46786,149.171.126.11,21,6,1
1421934241000.0,1421934242000.0,175.45.176.3,13998,149.171.126.11,59076,6,1
1421934246000.0,1421934246000.0,175.45.176.1,34399,149.171.126.13,80,6,1
1421934248000.0,1421934248000.0,175.45.176.0,14630,149.171.126.16,111,6,1
1421934250000.0,1421934250000.0,175.45.176.3,6704,149.171.126.16,5666,6,1
1421934251000.0,1421934252000.0,175.45.176.3,26004,149.171.126.10,110,6,1
1421934252000.0,1421934253000.0,175.45.176.1,13394,149.171.126.10,80,6,1
1421934256000.0,1421934257000.0,175.45.176.2,15884,149.171.126.13,80,6,1
1421934257000.0,1421934265000.0,175.45.176.0,32751,149.171.126.17,80,6,1
1421934258000.0,1421934259000.0,175.45.176.2,38361,149.171.126.16,111,6,1
1421934260000.0,1421934261000.0,175.45.176.2,50070,149.171.126.14,80,6,1
1421934264000.0,1421934264000.0,175.45.176.0,42912,149.171.126.11,25,6,1
1421934264000.0,1421934265000.0,175.45.176.0,15764,149.171.126.17,80,6,1
1421934265000.0,1421934266000.0,175.45.176.1,49167,149.171.126.10,80,6,1
1421934266000.0,1421934267000.0,175.45.176.3,53011,149.171.126.12,80,6,1
1421934267000.0,1421934268000.0,175.45.176.1,56581,149.171.126.10,110,6,1
1421934268000.0,1421934269000.0,175.45.176.0,34010,149.171.126.18,80,6,1
1421934270000.0,1421934271000.0,175.45.176.2,44587,149.171.126.16,80,6,1
1421934271000.0,1421934272000.0,175.45.176.1,59437,149.171.126.18,139,6,1
1421934272000.0,1421934273000.0,175.45.176.1,6704,149.171.126.12,80,6,1
1421934273000.0,1421934276000.0,175.45.176.2,33815,149.171.126.19,110,6,1
1421934274000.0,1421934275000.0,175.45.176.1,5038,149.171.126.16,111,6,1
1421934275000.0,1421934276000.0,175.45.176.2,61168,149.171.126.12,110,6,1
1421934276000.0,1421934277000.0,175.45.176.0,26878,149.171.126.11,111,6,1
1421934277000.0,1421934278000.0,175.45.176.2,58339,149.171.126.17,25,6,1
1421934280000.0,1421934281000.0,175.45.176.1,53395,149.171.126.18,80,6,1
1421934284000.0,1421934284000.0,175.45.176.0,62297,149.171.126.12,143,6,1
1421934284000.0,1421934285000.0,175.45.176.0,48415,149.171.126.19,111,6,1
1421934287000.0,1421934287000.0,175.45.176.2,37024,149.171.126.13,110,6,1
1421934288000.0,1421934289000.0,175.45.176.0,19477,149.171.126.10,25,6,1
1421934290000.0,1421934290000.0,175.45.176.0,12469,149.171.126.14,143,6,1
1421934291000.0,1421934292000.0,175.45.176.2,27237,149.171.126.18,25,6,1
1421934292000.0,1421934293000.0,175.45.176.3,38535,149.171.126.13,21,6,1
1421934293000.0,1421934294000.0,175.45.176.3,9242,149.171.126.14,25,6,1
1421934294000.0,1421934299000.0,175.45.176.2,137,149.171.126.11,137,17,1
1421934295000.0,1421934296000.0,175.45.176.2,63150,149.171.126.11,25,6,1
1421934296000.0,1421934297000.0,175.45.176.2,52615,149.171.126.15,110,6,1
1421934299000.0,1421934299000.0,175.45.176.1,21562,149.171.126.19,111,6,1
1421934301000.0,1421934302000.0,175.45.176.3,49326,149.171.126.19,25,6,1
1421934302000.0,1421934303000.0,175.45.176.3,10445,149.171.126.16,110,6,1
1421934303000.0,1421934304000.0,175.45.176.1,25890,149.171.126.12,25,6,1
1421934304000.0,1421934312000.0,175.45.176.2,64084,149.171.126.12,8080,6,1
1421934305000.0,1421934306000.0,175.45.176.3,55549,149.171.126.11,445,6,1
1421934306000.0,1421934307000.0,175.45.176.3,7530,149.171.126.10,111,6,1
1421934307000.0,1421934308000.0,175.45.176.2,58501,149.171.126.19,110,6,1
1421934308000.0,1421934309000.0,175.45.176.1,14634,149.171.126.16,61534,6,1
1421934310000.0,1421934311000.0,175.45.176.2,58359,149.171.126.10,25,6,1
1421934312000.0,1421934312000.0,175.45.176.2,63972,149.171.126.12,8080,6,1
1421934313000.0,1421934314000.0,175.45.176.1,37870,149.171.126.14,111,6,1
1421934316000.0,1421934317000.0,175.45.176.3,54353,149.171.126.11,445,6,1
1421934317000.0,1421934317000.0,175.45.176.3,63919,149.171.126.11,445,6,1
1421934317000.0,1421934349000.0,175.45.176.3,54487,149.171.126.11,445,6,1
1421934317000.0,1421934318000.0,175.45.176.1,37794,149.171.126.10,9999,6,1
1421934318000.0,1421934318000.0,175.45.176.3,48327,149.171.126.11,445,6,1
1421934318000.0,1421934319000.0,175.45.176.3,60543,149.171.126.11,445,6,1
1421934319000.0,1421934319000.0,175.45.176.3,54484,149.171.126.11,445,6,1
1421934319000.0,1421934320000.0,175.45.176.1,51380,149.171.126.17,21,6,1
1421934319000.0,1421934320000.0,175.45.176.3,50761,149.171.126.11,445,6,1
1421934320000.0,1421934320000.0,175.45.176.1,1146,149.171.126.17,51192,6,1
1421934321000.0,1421934322000.0,175.45.176.3,54464,149.171.126.11,445,6,1
1421934321000.0,1421934322000.0,175.45.176.2,24944,149.171.126.16,80,6,1
1421934322000.0,1421934322000.0,175.45.176.3,55044,149.171.126.11,445,6,1
1421934322000.0,1421934323000.0,175.45.176.3,64437,149.171.126.11,445,6,1
1421934323000.0,1421934324000.0,175.45.176.3,60637,149.171.126.11,445,6,1
1421934324000.0,1421934324000.0,175.45.176.3,60155,149.171.126.11,445,6,1
1421934324000.0,1421934324000.0,175.45.176.2,44892,149.171.126.15,80,6,1
1421934324000.0,1421934325000.0,175.45.176.3,54469,149.171.126.11,445,6,1
1421934325000.0,1421934325000.0,175.45.176.3,48741,149.171.126.11,445,6,1
1421934325000.0,1421934326000.0,175.45.176.3,54384,149.171.126.11,445,6,1
1421934326000.0,1421934326000.0,175.45.176.0,30759,149.171.126.11,80,6,1
1421934326000.0,1421934326000.0,175.45.176.3,64820,149.171.126.11,445,6,1
1421934326000.0,1421934327000.0,175.45.176.3,64273,149.171.126.11,445,6,1
1421934327000.0,1421934328000.0,175.45.176.3,58678,149.171.126.11,445,6,1
1421934328000.0,1421934328000.0,175.45.176.2,27044,149.171.126.15,80,6,1
1421934328000.0,1421934329000.0,175.45.176.3,60549,149.171.126.11,445,6,1
1421934329000.0,1421934329000.0,175.45.176.3,61374,149.171.126.11,445,6,1
1421934329000.0,1421934329000.0,175.45.176.1,10103,149.171.126.11,80,6,1
1421934331000.0,1421934332000.0,175.45.176.2,46778,149.171.126.11,25,6,1
1421934332000.0,1421934332000.0,175.45.176.3,23827,149.171.126.14,1433,6,1
1421934336000.0,1421934336000.0,175.45.176.0,35369,149.171.126.19,80,6,1
1421934337000.0,1421934337000.0,175.45.176.1,26099,149.171.126.10,111,6,1
1421934374000.0,1421934374000.0,175.45.176.1,58935,149.171.126.15,179,6,1
1421934339000.0,1421934340000.0,175.45.176.2,47711,149.171.126.18,6504,6,1
1421934340000.0,1421934376000.0,175.45.176.2,30659,149.171.126.12,80,6,1
1421934342000.0,1421934343000.0,175.45.176.0,61892,149.171.126.12,110,6,1
1421934345000.0,1421934346000.0,175.45.176.1,18951,149.171.126.15,80,6,1
1421934346000.0,1421934347000.0,175.45.176.2,29304,149.171.126.16,179,6,1
1421934347000.0,1421934347000.0,175.45.176.2,46492,149.171.126.16,179,6,1
1421934348000.0,1421934349000.0,175.45.176.2,45286,149.171.126.16,179,6,1
1421934349000.0,1421934350000.0,175.45.176.2,24841,149.171.126.18,25,6,1
1421934349000.0,1421934350000.0,175.45.176.2,14671,149.171.126.16,179,6,1
1421934349000.0,1421934350000.0,175.45.176.3,50340,149.171.126.11,445,6,1
1421934349000.0,1421934352000.0,175.45.176.2,30719,149.171.126.18,143,6,1
1421934350000.0,1421934382000.0,175.45.176.3,54470,149.171.126.11,445,6,1
1421934350000.0,1421934351000.0,175.45.176.2,46371,149.171.126.16,179,6,1
1421934351000.0,1421934351000.0,175.45.176.0,9179,149.171.126.13,80,6,1
1421934351000.0,1421934352000.0,175.45.176.3,60970,149.171.126.11,445,6,1
1421934352000.0,1421934353000.0,175.45.176.2,26854,149.171.126.16,179,6,1
1421934352000.0,1421934353000.0,175.45.176.3,20826,149.171.126.15,80,6,1
1421934352000.0,1421934353000.0,175.45.176.2,44303,149.171.126.13,80,6,1
1421934353000.0,1421934353000.0,175.45.176.1,7315,149.171.126.10,8080,6,1
1421934353000.0,1421934354000.0,175.45.176.3,64461,149.171.126.11,445,6,1
1421934354000.0,1421934355000.0,175.45.176.3,60358,149.171.126.11,445,6,1
1421934354000.0,1421934355000.0,175.45.176.2,63132,149.171.126.17,80,6,1
1421934354000.0,1421934355000.0,175.45.176.2,46234,149.171.126.16,179,6,1
1421934355000.0,1421934356000.0,175.45.176.3,60177,149.171.126.11,445,6,1
1421934356000.0,1421934356000.0,175.45.176.3,65141,149.171.126.11,445,6,1
1421934356000.0,1421934357000.0,175.45.176.3,53869,149.171.126.11,445,6,1
1421934357000.0,1421934358000.0,175.45.176.3,58851,149.171.126.11,445,6,1
1421934358000.0,1421934360000.0,175.45.176.2,38809,149.171.126.18,110,6,1
1421934358000.0,1421934358000.0,175.45.176.3,54388,149.171.126.11,445,6,1
1421934358000.0,1421934359000.0,175.45.176.3,64373,149.171.126.11,445,6,1
1421934359000.0,1421934359000.0,175.45.176.3,62588,149.171.126.11,445,6,1
1421934359000.0,1421934361000.0,175.45.176.3,46298,149.171.126.18,25,6,1
1421934359000.0,1421934360000.0,175.45.176.3,60574,149.171.126.11,445,6,1
1421934360000.0,1421934360000.0,175.45.176.1,41478,149.171.126.19,80,6,1
1421934360000.0,1421934360000.0,175.45.176.3,59943,149.171.126.11,445,6,1
1421934361000.0,1421934361000.0,175.45.176.3,54823,149.171.126.11,445,6,1
1421934361000.0,1421934362000.0,175.45.176.1,27333,149.171.126.16,143,6,1
1421934361000.0,1421934362000.0,175.45.176.3,48658,149.171.126.11,445,6,1
1421934362000.0,1421934363000.0,175.45.176.3,44824,149.171.126.11,445,6,1
1421934362000.0,1421934363000.0,175.45.176.3,25474,149.171.126.10,88,17,1
